http://git-wip-us.apache.org/repos/asf/cassandra.git git:trunk
Fetching Cassandra updates...
Current cluster is now: trunk-long-column-names
INFO  18:43:57 Did not find Netty's native epoll transport in the classpath, defaulting to NIO.
INFO  18:43:58 Using data-center name 'datacenter1' for DCAwareRoundRobinPolicy (if this is incorrect, please provide the correct datacenter name with DCAwareRoundRobinPolicy constructor)
INFO  18:43:58 New Cassandra host /127.0.0.1:9042 added
INFO  18:43:58 New Cassandra host /127.0.0.2:9042 added
INFO  18:43:58 New Cassandra host /127.0.0.3:9042 added
Connected to cluster: trunk-long-column-names
Datatacenter: datacenter1; Host: /127.0.0.1; Rack: rack1
Datatacenter: datacenter1; Host: /127.0.0.2; Rack: rack1
Datatacenter: datacenter1; Host: /127.0.0.3; Rack: rack1
Created keyspaces. Sleeping 3s for propagation.
Sleeping 2s...
Warming up WRITE with 150000 iterations...
Running WRITE with 5 threads for 500000 iteration
type,      total ops,    op/s,    pk/s,   row/s,    mean,     med,     .95,     .99,    .999,     max,   time,   stderr, errors,  gc: #,  max ms,  sum ms,  sdv ms,      mb
INFO  19:08:36 New Cassandra host /127.0.0.1:9042 added
INFO  19:08:36 New Cassandra host /127.0.0.2:9042 added
INFO  19:08:36 New Cassandra host /127.0.0.3:9042 added
Connected to cluster: trunk-long-column-names
Datatacenter: datacenter1; Host: /127.0.0.1; Rack: rack1
Datatacenter: datacenter1; Host: /127.0.0.2; Rack: rack1
Datatacenter: datacenter1; Host: /127.0.0.3; Rack: rack1
Created keyspaces. Sleeping 3s for propagation.
Sleeping 2s...
Warming up WRITE with 150000 iterations...
Running WRITE with 5 threads for 500000 iteration
type,      total ops,    op/s,    pk/s,   row/s,    mean,     med,     .95,     .99,    .999,     max,   time,   stderr, errors,  gc: #,  max ms,  sum ms,  sdv ms,      mb
total,           319,     329,     329,     329,     8.6,     5.3,    24.4,    54.2,    89.9,    89.9,    1.0,  0.00000,      0,      0,       0,       0,       0,       0
total,           726,     387,     387,     387,     7.7,     4.7,    15.4,    97.7,   125.9,   125.9,    2.0,  0.08487,      0,      0,       0,       0,       0,       0
total,           959,     230,     230,     230,    13.8,     4.7,    46.1,   363.8,   371.4,   371.4,    3.0,  0.13651,      0,      0,       0,       0,       0,       0
total,          1441,     476,     476,     476,     6.1,     3.8,    15.2,    63.4,    78.0,    78.0,    4.0,  0.13846,      0,      0,       0,       0,       0,       0
total,          1832,     386,     386,     386,     7.8,     4.6,    21.9,    67.1,   100.8,   100.8,    5.1,  0.10996,      0,      0,       0,       0,       0,       0
total,          2369,     481,     481,     481,     5.5,     4.1,    11.3,    25.1,   108.9,   108.9,    6.2,  0.09648,      0,      0,       0,       0,       0,       0
total,          2746,     374,     374,     374,     9.0,     4.2,    16.4,   164.1,   221.0,   221.0,    7.2,  0.08281,      0,      0,       0,       0,       0,       0
total,          3067,     314,     314,     314,    10.8,     5.9,    53.3,    80.1,    98.9,    98.9,    8.2,  0.07883,      0,      0,       0,       0,       0,       0
total,          3475,     380,     380,     380,     8.5,     4.9,    27.2,    69.8,   112.5,   112.5,    9.3,  0.07032,      0,      0,       0,       0,       0,       0
total,          3909,     427,     427,     427,     7.6,     5.1,    19.7,    64.7,    81.5,    81.5,   10.3,  0.06335,      0,      0,       0,       0,       0,       0
total,          4268,     352,     352,     352,     9.6,     5.5,    42.5,    82.4,    90.6,    90.6,   11.3,  0.05885,      0,      0,       0,       0,       0,       0
total,          4650,     377,     377,     377,    10.0,     6.0,    41.2,    84.5,    99.5,    99.5,   12.3,  0.05414,      0,      0,       0,       0,       0,       0
total,          5038,     387,     387,     387,     6.3,     4.2,    15.7,    35.6,   108.6,   108.6,   13.3,  0.04999,      0,      0,       0,       0,       0,       0
total,          5391,     349,     349,     349,     9.8,     4.2,    45.7,   107.1,   114.6,   114.6,   14.3,  0.04725,      0,      0,       0,       0,       0,       0
total,          5829,     435,     435,     435,     6.8,     4.2,    13.7,    75.6,   126.0,   126.0,   15.4,  0.04449,      0,      0,       0,       0,       0,       0
total,          6253,     415,     415,     415,     6.6,     4.2,    13.9,    65.8,   122.8,   122.8,   16.4,  0.04174,      0,      0,       0,       0,       0,       0
total,          6793,     530,     530,     530,     5.8,     4.4,    15.2,    24.5,    49.1,    49.1,   17.4,  0.04341,      0,      0,       0,       0,       0,       0
total,          7194,     394,     394,     394,     8.8,     4.9,    27.8,    96.8,   133.4,   133.4,   18.4,  0.04103,      0,      0,       0,       0,       0,       0
total,          7632,     507,     507,     507,     6.6,     4.8,    13.5,    69.7,   106.7,   106.7,   19.3,  0.04234,      0,      0,       0,       0,       0,       0
total,          8044,     355,     355,     355,     8.8,     4.4,    19.1,   156.9,   193.5,   193.5,   20.4,  0.04021,      0,      0,       0,       0,       0,       0
total,          8408,     359,     359,     359,     9.6,     4.8,    40.3,    78.3,    85.5,    85.5,   21.4,  0.03889,      0,      0,       0,       0,       0,       0
total,          8842,     404,     404,     404,     8.8,     5.2,    24.0,    85.7,   113.8,   113.8,   22.5,  0.03711,      0,      0,       0,       0,       0,       0
total,          9254,     408,     408,     408,     7.1,     5.2,    16.3,    29.3,    95.3,    95.3,   23.5,  0.03549,      0,      0,       0,       0,       0,       0
total,          9588,     329,     329,     329,    10.7,     5.9,    35.7,   117.5,   137.7,   137.7,   24.5,  0.03511,      0,      0,       0,       0,       0,       0
total,          9984,     392,     392,     392,     8.6,     6.4,    19.7,    56.0,    68.5,    68.5,   25.6,  0.03375,      0,      0,       0,       0,       0,       0
total,         10296,     309,     309,     309,    11.1,     7.3,    24.5,   105.7,   122.6,   122.6,   26.6,  0.03388,      0,      0,       0,       0,       0,       0
total,         10767,     465,     465,     465,     6.6,     5.0,    18.0,    30.7,    39.1,    39.1,   27.6,  0.03300,      0,      0,       0,       0,       0,       0
total,         11112,     346,     346,     346,     8.8,     4.8,    26.2,    64.5,    93.3,    93.3,   28.6,  0.03231,      0,      0,       0,       0,       0,       0
total,         11514,     386,     386,     386,     9.0,     5.2,    37.4,    56.0,    84.5,    84.5,   29.6,  0.03125,      0,      0,       0,       0,       0,       0
total,         11908,     389,     389,     389,     7.0,     3.9,    15.3,    79.1,   122.6,   122.6,   30.6,  0.03023,      0,      0,       0,       0,       0,       0
total,         12272,     363,     363,     363,     5.8,     3.6,    12.5,    82.2,   106.0,   106.0,   31.6,  0.02939,      0,      0,       0,       0,       0,       0
total,         12618,     315,     315,     315,    10.1,     4.2,    58.1,    98.7,   107.8,   107.8,   32.7,  0.02935,      0,      0,       0,       0,       0,       0
total,         13014,     391,     391,     391,     6.4,     3.2,    16.1,    99.9,   176.4,   176.4,   33.7,  0.02850,      0,      0,       0,       0,       0,       0
total,         13332,     315,     315,     315,     6.9,     3.2,    13.3,   141.3,   144.6,   144.6,   34.8,  0.02784,      0,      0,       0,       0,       0,       0
total,         13720,     356,     356,     356,     9.3,     4.6,    22.7,   110.3,   214.7,   214.7,   35.8,  0.02708,      0,      0,       0,       0,       0,       0
total,         14118,     397,     397,     397,     7.1,     4.8,    15.4,    75.4,   102.4,   102.4,   36.8,  0.02636,      0,      0,       0,       0,       0,       0
total,         14523,     397,     397,     397,     7.4,     5.0,    16.0,    77.0,   100.3,   100.3,   37.9,  0.02565,      0,      0,       0,       0,       0,       0
total,         14921,     388,     388,     388,     9.3,     5.2,    29.3,    96.2,   101.4,   101.4,   38.9,  0.02498,      0,      0,       0,       0,       0,       0
total,         15345,     419,     419,     419,     7.7,     4.9,    16.6,    70.7,   129.3,   129.3,   39.9,  0.02450,      0,      0,       0,       0,       0,       0
total,         15797,     440,     440,     440,     6.3,     4.1,    15.1,    64.1,   106.3,   106.3,   40.9,  0.02419,      0,      0,       0,       0,       0,       0
total,         16151,     347,     347,     347,    10.1,     4.8,    40.0,    89.0,   107.6,   107.6,   41.9,  0.02387,      0,      0,       0,       0,       0,       0
total,         16401,     247,     247,     247,    15.1,     4.5,    88.2,   133.6,   206.1,   206.1,   43.0,  0.02515,      0,      0,       0,       0,       0,       0
total,         16803,     385,     385,     385,     8.0,     5.2,    21.7,    56.8,    79.3,    79.3,   44.0,  0.02456,      0,      0,       0,       0,       0,       0
total,         17184,     375,     375,     375,     8.7,     5.3,    19.2,    96.4,   100.8,   100.8,   45.0,  0.02400,      0,      0,       0,       0,       0,       0
total,         17494,     332,     332,     332,     7.7,     4.6,    18.8,    81.3,   135.5,   135.5,   46.0,  0.02359,      0,      0,       0,       0,       0,       0
total,         17893,     359,     359,     359,     7.7,     5.0,    14.8,    88.3,    98.9,    98.9,   47.1,  0.02308,      0,      0,       0,       0,       0,       0
total,         18240,     342,     342,     342,     9.3,     4.4,    23.6,   107.9,   127.6,   127.6,   48.1,  0.02281,      0,      0,       0,       0,       0,       0
total,         18586,     340,     340,     340,     7.8,     4.7,    21.2,    63.2,    93.1,    93.1,   49.1,  0.02256,      0,      0,       0,       0,       0,       0
total,         18941,     353,     353,     353,     9.2,     4.5,    32.8,    95.2,   114.5,   114.5,   50.1,  0.02223,      0,      0,       0,       0,       0,       0
total,         19311,     363,     363,     363,     9.8,     5.0,    43.9,    82.0,    99.9,    99.9,   51.1,  0.02179,      0,      0,       0,       0,       0,       0
total,         19757,     463,     463,     463,     6.1,     4.8,    15.5,    27.6,    54.9,    54.9,   52.1,  0.02159,      0,      0,       0,       0,       0,       0
total,         20238,     449,     449,     449,     6.6,     4.6,    13.2,    72.8,    84.7,    84.7,   53.2,  0.02131,      0,      0,       0,       0,       0,       0
total,         20616,     372,     372,     372,     8.0,     3.9,    16.3,   122.5,   148.7,   148.7,   54.2,  0.02095,      0,      0,       0,       0,       0,       0
total,         21021,     399,     399,     399,     7.1,     4.3,    15.3,    72.1,   117.0,   117.0,   55.2,  0.02059,      0,      0,       0,       0,       0,       0
total,         21330,     304,     304,     304,    11.3,     4.9,    75.2,    96.8,   102.4,   102.4,   56.2,  0.02070,      0,      0,       0,       0,       0,       0
total,         21720,     386,     386,     386,     8.6,     4.7,    27.6,    70.6,    82.7,    82.7,   57.2,  0.02034,      0,      0,       0,       0,       0,       0
total,         22112,     383,     383,     383,     8.7,     4.5,    27.8,   117.7,   172.9,   172.9,   58.2,  0.01999,      0,      0,       0,       0,       0,       0
total,         22553,     438,     438,     438,     6.5,     4.3,    14.5,    67.8,   105.5,   105.5,   59.2,  0.01987,      0,      0,       0,       0,       0,       0
total,         22880,     318,     318,     318,    10.9,     5.5,    50.4,    91.6,   203.9,   203.9,   60.3,  0.01986,      0,      0,       0,       0,       0,       0
total,         23250,     357,     357,     357,     8.8,     5.5,    23.2,    72.2,   107.6,   107.6,   61.3,  0.01960,      0,      0,       0,       0,       0,       0
total,         23533,     280,     280,     280,    11.1,     4.4,    24.0,   193.0,   237.1,   237.1,   62.3,  0.01946,      0,      0,       0,       0,       0,       0
total,         23886,     344,     344,     344,     8.2,     5.0,    19.5,    74.6,   106.1,   106.1,   63.3,  0.01927,      0,      0,       0,       0,       0,       0
total,         24206,     314,     314,     314,    10.6,     6.4,    23.4,   118.1,   132.9,   132.9,   64.4,  0.01912,      0,      0,       0,       0,       0,       0
total,         24618,     406,     406,     406,     8.7,     6.0,    19.6,    79.4,   105.2,   105.2,   65.4,  0.01883,      0,      0,       0,       0,       0,       0
total,         24972,     345,     345,     345,     9.6,     5.2,    22.8,   116.0,   141.1,   141.1,   66.4,  0.01864,      0,      0,       0,       0,       0,       0
total,         25309,     332,     332,     332,     9.7,     4.6,    26.0,   163.4,   169.1,   169.1,   67.4,  0.01836,      0,      0,       0,       0,       0,       0
total,         25619,     307,     307,     307,    10.1,     4.4,    49.1,    84.8,    93.9,    93.9,   68.4,  0.01840,      0,      0,       0,       0,       0,       0
total,         25956,     334,     334,     334,     8.6,     4.0,    24.9,    91.2,   110.0,   110.0,   69.4,  0.01827,      0,      0,       0,       0,       0,       0
total,         26343,     374,     374,     374,     8.2,     4.5,    19.2,    86.9,   114.5,   114.5,   70.5,  0.01800,      0,      0,       0,       0,       0,       0
total,         26707,     357,     357,     357,     8.9,     4.6,    24.0,   102.0,   118.3,   118.3,   71.5,  0.01780,      0,      0,       0,       0,       0,       0
total,         27193,     440,     440,     440,     7.7,     5.9,    16.9,    43.8,    97.1,    97.1,   72.6,  0.01762,      0,      0,       0,       0,       0,       0
total,         27565,     395,     395,     395,     7.9,     5.5,    19.2,    72.6,    93.2,    93.2,   73.5,  0.01738,      0,      0,       0,       0,       0,       0
total,         27942,     349,     349,     349,     8.9,     4.6,    23.7,    84.1,    99.6,    99.6,   74.6,  0.01721,      0,      0,       0,       0,       0,       0
total,         28305,     338,     338,     338,    10.7,     5.3,    43.8,   144.4,   156.6,   156.6,   75.7,  0.01698,      0,      0,       0,       0,       0,       0
total,         28608,     294,     294,     294,    12.2,     5.9,    46.5,   111.5,   123.5,   123.5,   76.7,  0.01710,      0,      0,       0,       0,       0,       0
total,         28993,     379,     379,     379,     9.0,     5.3,    23.2,    78.3,   106.7,   106.7,   77.7,  0.01688,      0,      0,       0,       0,       0,       0
total,         29330,     331,     331,     331,     8.8,     5.1,    41.7,    63.6,    87.6,    87.6,   78.8,  0.01679,      0,      0,       0,       0,       0,       0
